"ZDB-GENE-110510-3","kif5ab","GO:0048489","","synaptic vesicle transport","Danio rerio","IBA"
"ZDB-GENE-081105-14","kif5c","GO:0048489","","synaptic vesicle transport","Danio rerio","IBA"
"ZDB-GENE-071218-6","lrrk2","GO:1902803","","regulation of synaptic vesicle transport","Danio rerio","IBA"
"ZDB-GENE-110125-3","mctp1a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-090313-382","mctp1b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-040724-63","mctp2a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050506-136","mctp2b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-MIRNAG-081203-27","mir153a","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IMP"
"ZDB-GENE-060531-160","napaa","GO:0010807","","regulation of synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-030131-5290","napab","GO:0010807","","regulation of synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-050522-230","napba","GO:0010807","","regulation of synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-070112-2132","napbb","GO:0010807","","regulation of synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-990415-176","ngfa","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-000629-2","ngfb","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-090918-1","nlgn1","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-090918-2","nlgn2a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-090918-3","nlgn2b","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-071219-1","nlgn3a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-060526-197","nlgn3b","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-100309-2","nlgn4xa","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-100309-1","nlgn4xb","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-031118-66","ntf3","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030131-7778","otofa","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IEA"
"ZDB-GENE-030131-7778","otofa","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","ISS"
"ZDB-GENE-030131-7778","otofa","GO:0030672","","synaptic vesicle membrane","Danio rerio","ISS"
"ZDB-GENE-110406-5","otofb","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IEA"
"ZDB-GENE-040426-761","picalma","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040426-761","picalma","GO:0016185","","synaptic vesicle budding from presynaptic endocytic zone membrane","Danio rerio","IBA"
"ZDB-GENE-040426-761","picalma","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-030131-6795","picalmb","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030131-6795","picalmb","GO:0016185","","synaptic vesicle budding from presynaptic endocytic zone membrane","Danio rerio","IBA"
"ZDB-GENE-061013-283","pick1","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-060216-4","pld2","GO:0036465","","synaptic vesicle recycling","Danio rerio","IBA"
"ZDB-GENE-040718-304","rab10","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040718-2","rab15","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040801-2","rab3aa","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040801-2","rab3aa","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-041210-268","rab3ab","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-041210-268","rab3ab","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-050208-660","rab3b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-050208-660","rab3b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040718-263","rab3c","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040718-263","rab3c","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-080722-14","rab3da","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-080722-14","rab3da","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040718-428","rab3db","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040718-428","rab3db","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040718-257","rab40b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030515-1","rab40c","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-070424-36","rab8a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-070620-16","rab8b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040625-167","rap1aa","GO:2000301","","negative regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-040426-2738","rap1ab","GO:2000301","","negative regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-030131-9662","rap1b","GO:2000301","","negative regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-090312-135","rims1a","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-090312-135","rims1a","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-101223-4","rims1b","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-101223-4","rims1b","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-040426-1656","rims2a","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-040426-1656","rims2a","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-893","rims2b","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-893","rims2b","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-788","rims3","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-788","rims3","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-110103-1","rims4","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-110103-1","rims4","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-030131-7582","rogdi","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-030131-3188","scamp5a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IEA"
"ZDB-GENE-051120-87","sept4a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030131-7868","sept5a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030131-7868","sept5a","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-040808-43","sept5b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-121214-359","si:ch1073-174d20.1","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-081104-61","si:ch211-200p22.4","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-081104-61","si:ch211-200p22.4","GO:0016185","","synaptic vesicle budding from presynaptic endocytic zone membrane","Danio rerio","IBA"
"ZDB-GENE-090313-98","si:ch211-233a24.2","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-141212-327","si:ch211-253b8.5","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-060503-138","si:ch211-81a5.8","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-705","si:dkey-102f14.5","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-141212-294","si:dkey-30j16.3","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-141212-294","si:dkey-30j16.3","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050105-4","slc17a6a","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050105-4","slc17a6a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050105-4","slc17a6a","GO:0098700","","neurotransmitter loading into synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030616-554","slc17a6b","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-030616-554","slc17a6b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-030616-554","slc17a6b","GO:0098700","","neurotransmitter loading into synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-050105-5","slc17a7a","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050105-5","slc17a7a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050105-5","slc17a7a","GO:0098700","","neurotransmitter loading into synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-131125-32","slc17a7b","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-131125-32","slc17a7b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-131125-32","slc17a7b","GO:0098700","","neurotransmitter loading into synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-060503-416","slc17a8","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-060503-416","slc17a8","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-060503-416","slc17a8","GO:0098700","","neurotransmitter loading into synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-080514-1","slc18a2","GO:0015842","","aminergic neurotransmitter loading into synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-080514-1","slc18a2","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-061201-1","slc32a1","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-061201-1","slc32a1","GO:0098700","","neurotransmitter loading into synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030131-8187","slc6a17","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040426-883","snap23.1","GO:0016082","","synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-040426-883","snap23.1","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-051030-75","snap23.2","GO:0016082","","synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-051030-75","snap23.2","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-980526-468","snap25a","GO:0016082","","synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-980526-468","snap25a","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-980526-392","snap25b","GO:0016082","","synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-980526-392","snap25b","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-041111-226","snap29","GO:0016082","","synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-041111-226","snap29","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-060825-140","snap47","GO:0016082","","synaptic vesicle priming","Danio rerio","IBA"
"ZDB-GENE-060825-140","snap47","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-100422-6","snap91a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-100422-6","snap91a","GO:0016185","","synaptic vesicle budding from presynaptic endocytic zone membrane","Danio rerio","IBA"
"ZDB-GENE-041210-81","snap91b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-041210-81","snap91b","GO:0016185","","synaptic vesicle budding from presynaptic endocytic zone membrane","Danio rerio","IBA"
"ZDB-GENE-060503-343","snapin","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-060503-343","snapin","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-343","snapin","GO:0030672","","synaptic vesicle membrane","Danio rerio","IEA"
"ZDB-GENE-060503-343","snapin","GO:2000300","","regulation of synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-050913-137","ston2","GO:0036465","","synaptic vesicle recycling","Danio rerio","IEA"
"ZDB-GENE-041111-53","stx10","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-041111-53","stx10","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-040426-2564","stx11a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040426-2564","stx11a","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-040426-1893","stx11b.1","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040426-1893","stx11b.1","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-050417-148","stx11b.2","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-050417-148","stx11b.2","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-040625-11","stx12","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-110715-1","stx12l","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-150909-2","stx19","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-150909-2","stx19","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-100802-1","stx1a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-100802-1","stx1a","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-000330-4","stx1b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-000330-4","stx1b","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-040801-80","stx2a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040801-80","stx2a","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-091204-424","stx2b","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-091204-424","stx2b","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-040426-1489","stx3a","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-040426-1489","stx3a","GO:0016081","","synaptic vesicle docking","Danio rerio","IEA"
"ZDB-GENE-040426-1489","stx3a","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-030131-2455","stx4","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030131-2455","stx4","GO:0031629","","synaptic vesicle fusion to presynaptic active zone membrane","Danio rerio","IBA"
"ZDB-GENE-030131-858","stx6","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-030131-858","stx6","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-041014-35","stx7l","GO:0008021","","synaptic vesicle","Danio rerio","IBA"
"ZDB-GENE-131001-1","sv2a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-070209-134","sv2ba","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-030131-2789","sv2bb","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-060526-233","sv2ca","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-081105-93","syn1","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-081105-93","syn1","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-040718-341","syn2a","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-040718-341","syn2a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-051127-49","syn2b","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-051127-49","syn2b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-141212-325","syn3","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-041010-169","syngr1a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-090624-2","syngr1b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-070112-1292","syngr2a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-070424-19","syngr2b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050522-541","syngr3a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-070822-6","syngr3b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-030131-9180","synj1","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IEA"
"ZDB-GENE-030616-625","synpr","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-030616-625","synpr","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-031104-2","sypa","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-031104-2","sypa","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-040718-205","sypb","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-040718-205","sypb","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-110420-2","sypl1","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-110420-2","sypl1","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-040426-1434","sypl2a","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-040426-1434","sypl2a","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050417-309","sypl2b","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-050417-309","sypl2b","GO:0030285","","integral component of synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-090527-1","syt17","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-090527-1","syt17","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-090602-3","syt19","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-090602-3","syt19","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-040718-165","syt1a","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-040718-165","syt1a","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-040718-165","syt1a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-040718-165","syt1a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-040718-165","syt1a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-166","syt1b","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-060503-166","syt1b","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-166","syt1b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-060503-166","syt1b","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-166","syt1b","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-315","syt2a","GO:0008021","","synaptic vesicle","Danio rerio","IEA"
"ZDB-GENE-060503-315","syt2a","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-315","syt2a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-060503-315","syt2a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-060503-315","syt2a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-040718-110","syt5a","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-040718-110","syt5a","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-040718-110","syt5a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-040718-110","syt5a","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
"ZDB-GENE-050522-134","syt5b","GO:0016079","","synaptic vesicle exocytosis","Danio rerio","IBA"
"ZDB-GENE-050522-134","syt5b","GO:0030672","","synaptic vesicle membrane","Danio rerio","IBA"
"ZDB-GENE-050522-134","syt5b","GO:0048488","","synaptic vesicle endocytosis","Danio rerio","IBA"
