"ZDB-GENE-070228-3","hcrtr2","GO:0045187","","regulation of circadian sleep/wake cycle, sleep","Danio rerio","IMP"
"ZDB-GENE-070228-3","hcrtr2","GO:0048512","","circadian behavior","Danio rerio","IMP"
"ZDB-GENE-040426-847","hdac3","GO:0032922","","circadian regulation of gene expression","Danio rerio","ISS"
"ZDB-GENE-040426-847","hdac3","GO:0042752","","regulation of circadian rhythm","Danio rerio","ISS"
"ZDB-GENE-130530-666","htr7a","GO:0007623","","circadian rhythm","Danio rerio","IEA"
"ZDB-GENE-091118-105","htr7b","GO:0007623","","circadian rhythm","Danio rerio","IEA"
"ZDB-GENE-060526-5","htr7c","GO:0007623","","circadian rhythm","Danio rerio","IEA"
"ZDB-GENE-990415-96","id1","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-020910-1","id2a","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-030131-15","id2b","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-020515-1","id3","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-051113-208","id4","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-030114-5","impdh2","GO:0007623","","circadian rhythm","Danio rerio","IMP"
"ZDB-GENE-040718-411","kdm8","GO:0032922","","circadian regulation of gene expression","Danio rerio","ISS"
"ZDB-GENE-131127-361","lypc","GO:0007623","","circadian rhythm","Danio rerio","IDA"
"ZDB-MIRNAG-041217-7","mir183","GO:0032922","","circadian regulation of gene expression","Danio rerio","IMP"
"ZDB-GENE-990910-11","mitfa","GO:0007623","","circadian rhythm","Danio rerio","IDA"
"ZDB-GENE-030616-132","mycbp2","GO:0032922","","circadian regulation of gene expression","Danio rerio","ISS"
"ZDB-GENE-110420-1","nampt1","GO:0032922","","circadian regulation of gene expression","Danio rerio","IEA"
"ZDB-GENE-030131-2931","nampt2","GO:0032922","","circadian regulation of gene expression","Danio rerio","IEA"
"ZDB-GENE-081031-55","nampt3.1","GO:0032922","","circadian regulation of gene expression","Danio rerio","IEA"
"ZDB-GENE-081031-61","nampt3.2","GO:0032922","","circadian regulation of gene expression","Danio rerio","IEA"
"ZDB-GENE-040822-28","nfil3","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-040822-28","nfil3","GO:0007623","","circadian rhythm","Danio rerio","IEA"
"ZDB-GENE-081022-142","nfil3-3","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-070424-214","nfil3-4","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-030131-7677","nfil3-5","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-030131-7677","nfil3-5","GO:0007623","","circadian rhythm","Danio rerio","IDA"
"ZDB-GENE-030131-7677","nfil3-5","GO:0032922","","circadian regulation of gene expression","Danio rerio","IDA"
"ZDB-GENE-040704-63","nfil3-6","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-040704-63","nfil3-6","GO:0032922","","circadian regulation of gene expression","Danio rerio","IDA"
"ZDB-GENE-041001-111","nmu","GO:0048512","","circadian behavior","Danio rerio","IGI"
"ZDB-GENE-041001-111","nmu","GO:0048512","","circadian behavior","Danio rerio","IGI"
"ZDB-GENE-041001-111","nmu","GO:0048512","","circadian behavior","Danio rerio","IMP"
"ZDB-GENE-130530-567","nmur3","GO:0048512","","circadian behavior","Danio rerio","IGI"
"ZDB-GENE-050208-306","nocta","GO:0007623","","circadian rhythm","Danio rerio","IEA"
"ZDB-GENE-050208-306","nocta","GO:0032922","","circadian regulation of gene expression","Danio rerio","IEA"
"ZDB-GENE-110930-4","noctb","GO:0007623","","circadian rhythm","Danio rerio","IEA"
"ZDB-GENE-110930-4","noctb","GO:0032922","","circadian regulation of gene expression","Danio rerio","IEA"
"ZDB-GENE-030408-3","npas2","GO:0007623","","circadian rhythm","Danio rerio","IGI"
"ZDB-GENE-030408-3","npas2","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-110328-1","nptx2b","GO:0042752","","regulation of circadian rhythm","Danio rerio","IMP"
"ZDB-GENE-070424-226","npvf","GO:0045938","","positive regulation of circadian sleep/wake cycle, sleep","Danio rerio","IMP"
"ZDB-GENE-980526-438","npy","GO:0045938","","positive regulation of circadian sleep/wake cycle, sleep","Danio rerio","IMP"
"ZDB-GENE-080403-1","nr0b2a","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-080403-9","nr0b2b","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-050105-1","nr1d1","GO:0032922","","circadian regulation of gene expression","Danio rerio","IMP"
"ZDB-GENE-040504-1","nr1d2a","GO:0032922","","circadian regulation of gene expression","Danio rerio","IDA"
"ZDB-GENE-050522-503","nr3c1","GO:0048512","","circadian behavior","Danio rerio","IGI"
"ZDB-GENE-030508-1","otx5","GO:0032922","","circadian regulation of gene expression","Danio rerio","IMP"
"ZDB-GENE-011220-1","per1a","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-011220-1","per1a","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-011220-1","per1a","GO:0043153","","entrainment of circadian clock by photoperiod","Danio rerio","IBA"
"ZDB-GENE-040419-1","per1b","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-040419-1","per1b","GO:0042752","","regulation of circadian rhythm","Danio rerio","IMP"
"ZDB-GENE-040419-1","per1b","GO:0043153","","entrainment of circadian clock by photoperiod","Danio rerio","IBA"
"ZDB-GENE-011220-2","per2","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-011220-2","per2","GO:0032922","","circadian regulation of gene expression","Danio rerio","IMP"
"ZDB-GENE-011220-2","per2","GO:0042753","","positive regulation of circadian rhythm","Danio rerio","IMP"
"ZDB-GENE-011220-2","per2","GO:0043153","","entrainment of circadian clock by photoperiod","Danio rerio","IBA"
"ZDB-GENE-011220-2","per2","GO:0043153","","entrainment of circadian clock by photoperiod","Danio rerio","IMP"
"ZDB-GENE-011220-2","per2","GO:0043153","","entrainment of circadian clock by photoperiod","Danio rerio","IMP"
"ZDB-GENE-000804-1","per3","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-000804-1","per3","GO:0032922","","circadian regulation of gene expression","Danio rerio","IEA"
"ZDB-GENE-000804-1","per3","GO:0032922","","circadian regulation of gene expression","Danio rerio","IMP"
"ZDB-GENE-000804-1","per3","GO:0043153","","entrainment of circadian clock by photoperiod","Danio rerio","IBA"
"ZDB-GENE-120104-7","pitpnc1a","GO:0010840","","regulation of circadian sleep/wake cycle, wakefulness","Danio rerio","IMP"
"ZDB-GENE-030616-609","ppp1cb","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-030616-609","ppp1cb","GO:0042752","","regulation of circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-030131-6529","ppp1cbl","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-030131-6529","ppp1cbl","GO:0042752","","regulation of circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-070928-34","prok1","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-100726-1","prok2","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-030131-9530","pspc1","GO:0042752","","regulation of circadian rhythm","Danio rerio","ISS"
"ZDB-GENE-101203-2","rai1","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-060906-1","scn1lab","GO:0042752","","regulation of circadian rhythm","Danio rerio","IMP"
"ZDB-GENE-030922-1","siah2l","GO:0042752","","regulation of circadian rhythm","Danio rerio","ISS"
"ZDB-GENE-141215-14","si:ch1073-390k14.1","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-141215-14","si:ch1073-390k14.1","GO:0043153","","entrainment of circadian clock by photoperiod","Danio rerio","IBA"
"ZDB-GENE-050419-250","si:ch211-132b12.7","GO:0042754","","negative regulation of circadian rhythm","Danio rerio","IEA"
"ZDB-GENE-131127-601","si:ch211-165g14.1","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-070424-213","si:dkey-172o19.2","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-060503-443","si:dkey-22o12.2","GO:0048512","","circadian behavior","Danio rerio","IMP"
"ZDB-GENE-131127-467","si:dkey-60d5.3","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-121214-291","si:dkey-94l16.4","GO:0032922","","circadian regulation of gene expression","Danio rerio","IBA"
"ZDB-GENE-060825-269","srrd","GO:0007623","","circadian rhythm","Danio rerio","IBA"
"ZDB-GENE-070424-37","zgc:162707","GO:0048512","","circadian behavior","Danio rerio","IMP"
